date,axs_fee,weth_fee
"2024-12-16 14:00:00",13.924381103132571534,0.013845294289205354
"2024-12-16 15:00:00",39.971123410985225846,0.014622382522730908
"2024-12-16 16:00:00",31.313029960805487959,0.021728248079679849
"2024-12-16 17:00:00",30.202945126300513968,0.012559150805476463
"2024-12-16 18:00:00",21.907187038137100152,0.013838729737770312
"2024-12-16 19:00:00",17.264732464291829248,0.010699768747691536
"2024-12-16 20:00:00",20.435351217641454790,0.007174939295508670
"2024-12-16 21:00:00",20.621511245003138602,0.017402992471530868
"2024-12-16 22:00:00",21.229488158157596147,0.008106957849956109
"2024-12-16 23:00:00",24.966939079885036166,0.009971910934454751
"2024-12-17 00:00:00",23.141411595358231442,0.016939606811766043
"2024-12-17 01:00:00",24.864091860907387465,0.015019914516038946
"2024-12-17 02:00:00",15.493106121058059528,0.021167610286689585
"2024-12-17 03:00:00",20.201205136516812907,0.013315653411492734
"2024-12-17 04:00:00",30.169421636991584007,0.022024747749561971
"2024-12-17 05:00:00",14.429550601627963175,0.014579437897850316
"2024-12-17 06:00:00",20.597673265329502680,0.008932823997774203
"2024-12-17 07:00:00",19.512389869682004896,0.013913691099311087
"2024-12-17 08:00:00",15.718607162490937079,0.008084824212978176
"2024-12-17 09:00:00",16.015017953162481544,0.008832116890006036
"2024-12-17 10:00:00",15.352142530729270010,0.009152639031298339
"2024-12-17 11:00:00",15.298331082964722849,0.019236757431152297
"2024-12-17 12:00:00",15.258915019488155622,0.017961424911969588
"2024-12-17 13:00:00",24.494909340976453011,0.009852143309032748
"2024-12-17 14:00:00",14.328806267289268229,0.005264366543983880
